"index","sex","given","l","m","s"
"bfa",2,42.5,-2.618732901,15.46470384,0.077903716
"bfa",2,43.5,-2.695488973,15.43237817,0.077936763
"bfa",2,44.5,-2.768464816,15.40193436,0.078011309
"bfa",2,45.5,-2.837426693,15.37335154,0.078126817
"bfa",2,46.5,-2.902178205,15.34660842,0.078282739
"bfa",2,47.5,-2.962580386,15.32168181,0.078478449
"bfa",2,48.5,-3.018521987,15.29854897,0.078713325
"bfa",2,49.5,-3.069936555,15.27718618,0.078986694
"bfa",2,50.5,-3.116795864,15.2575692,0.079297841
"bfa",2,51.5,-3.159107331,15.23967338,0.079646006
"bfa",2,52.5,-3.196911083,15.22347371,0.080030389
"bfa",2,53.5,-3.230276759,15.20894491,0.080450145
"bfa",2,54.5,-3.259300182,15.19606152,0.080904391
"bfa",2,55.5,-3.284099963,15.18479799,0.081392203
"bfa",2,56.5,-3.30481415,15.17512871,0.081912623
"bfa",2,57.5,-3.321596954,15.16702811,0.082464661
"bfa",2,58.5,-3.334615646,15.16047068,0.083047295
"bfa",2,59.5,-3.344047622,15.15543107,0.083659478
"bfa",2,60.5,-3.35007771,15.15188405,0.084300139
"bfa",2,61.5,-3.352893805,15.14980479,0.0849682
"bfa",2,62.5,-3.352691376,15.14916825,0.085662539
"bfa",2,63.5,-3.34966438,15.14994984,0.086382035
"bfa",2,64.5,-3.343998803,15.15212585,0.087125591
"bfa",2,65.5,-3.335889574,15.15567186,0.087892047
"bfa",2,66.5,-3.325522491,15.16056419,0.088680264
"bfa",2,67.5,-3.31307846,15.16677947,0.089489106
"bfa",2,68.5,-3.298732648,15.17429464,0.090317434
"bfa",2,69.5,-3.282653831,15.18308694,0.091164117
"bfa",2,70.5,-3.265003896,15.1931339,0.092028028
"bfa",2,71.5,-3.245937506,15.20441335,0.092908048
"bfa",2,72.5,-3.225606516,15.21690296,0.093803033
"bfa",2,73.5,-3.204146115,15.2305815,0.094711916
"bfa",2,74.5,-3.181690237,15.24542745,0.095633595
"bfa",2,75.5,-3.158363475,15.26141966,0.096566992
"bfa",2,76.5,-3.134282833,15.27853728,0.097511046
"bfa",2,77.5,-3.109557879,15.29675967,0.09846471
"bfa",2,78.5,-3.084290931,15.31606644,0.099426955
"bfa",2,79.5,-3.058577292,15.33643745,0.100396769
"bfa",2,80.5,-3.032505499,15.35785274,0.101373159
"bfa",2,81.5,-3.0061576,15.38029261,0.10235515
"bfa",2,82.5,-2.979609448,15.40373754,0.103341788
"bfa",2,83.5,-2.952930993,15.42816819,0.104332139
"bfa",2,84.5,-2.926186592,15.45356545,0.105325289
"bfa",2,85.5,-2.899435307,15.47991037,0.106320346
"bfa",2,86.5,-2.872731211,15.50718419,0.10731644
"bfa",2,87.5,-2.846123683,15.53536829,0.108312721
"bfa",2,88.5,-2.819657704,15.56444426,0.109308364
"bfa",2,89.5,-2.793374145,15.5943938,0.110302563
"bfa",2,90.5,-2.767310047,15.6251988,0.111294537
"bfa",2,91.5,-2.741498897,15.65684126,0.112283526
"bfa",2,92.5,-2.715970894,15.68930333,0.113268793
"bfa",2,93.5,-2.690753197,15.7225673,0.114249622
"bfa",2,94.5,-2.665870146,15.75661555,0.115225321
"bfa",2,95.5,-2.641343436,15.79143062,0.116195218
"bfa",2,96.5,-2.617192204,15.82699517,0.117158667
"bfa",2,97.5,-2.593430614,15.86329241,0.118115073
"bfa",2,98.5,-2.570076037,15.90030484,0.119063807
"bfa",2,99.5,-2.547141473,15.93801545,0.12000429
"bfa",2,100.5,-2.524635245,15.97640787,0.120935994
"bfa",2,101.5,-2.502569666,16.01546483,0.121858355
"bfa",2,102.5,-2.48095189,16.05516984,0.12277087
"bfa",2,103.5,-2.459785573,16.09550688,0.123673085
"bfa",2,104.5,-2.439080117,16.13645881,0.124564484
"bfa",2,105.5,-2.418838304,16.17800955,0.125444639
"bfa",2,106.5,-2.399063683,16.22014281,0.126313121
"bfa",2,107.5,-2.379756861,16.26284277,0.127169545
"bfa",2,108.5,-2.360920527,16.30609316,0.128013515
"bfa",2,109.5,-2.342557728,16.34987759,0.128844639
"bfa",2,110.5,-2.324663326,16.39418118,0.129662637
"bfa",2,111.5,-2.307240716,16.43898741,0.130467138
"bfa",2,112.5,-2.290287663,16.48428082,0.131257852
"bfa",2,113.5,-2.273803847,16.53004554,0.132034479
"bfa",2,114.5,-2.257782149,16.57626713,0.132796819
"bfa",2,115.5,-2.242227723,16.62292864,0.133544525
"bfa",2,116.5,-2.227132805,16.67001572,0.134277436
"bfa",2,117.5,-2.212495585,16.71751288,0.134995324
"bfa",2,118.5,-2.19831275,16.76540496,0.135697996
"bfa",2,119.5,-2.184580762,16.81367689,0.136385276
"bfa",2,120.5,-2.171295888,16.86231366,0.137057004
"bfa",2,121.5,-2.158454232,16.91130036,0.137713039
"bfa",2,122.5,-2.146051754,16.96062216,0.138353254
"bfa",2,123.5,-2.134084303,17.0102643,0.138977537
"bfa",2,124.5,-2.122547629,17.06021213,0.139585795
"bfa",2,125.5,-2.111437411,17.11045106,0.140177947
"bfa",2,126.5,-2.100749266,17.16096656,0.140753927
"bfa",2,127.5,-2.090478774,17.21174424,0.141313686
"bfa",2,128.5,-2.080621484,17.26276973,0.141857186
"bfa",2,129.5,-2.071172932,17.31402878,0.142384404
"bfa",2,130.5,-2.062128649,17.3655072,0.142895332
"bfa",2,131.5,-2.053484173,17.4171909,0.143389972
"bfa",2,132.5,-2.045235058,17.46906585,0.143868341
"bfa",2,133.5,-2.03737688,17.52111811,0.144330469
"bfa",2,134.5,-2.029906684,17.57333347,0.144776372
"bfa",2,135.5,-2.022817914,17.62569869,0.145206138
"bfa",2,136.5,-2.016107084,17.67819987,0.145619819
"bfa",2,137.5,-2.009769905,17.7308234,0.146017491
"bfa",2,138.5,-2.003802134,17.78355575,0.146399239
"bfa",2,139.5,-1.998199572,17.83638347,0.146765161
"bfa",2,140.5,-1.992958064,17.88929321,0.147115364
"bfa",2,141.5,-1.988073505,17.94227168,0.147449967
"bfa",2,142.5,-1.983541835,17.9953057,0.147769097
"bfa",2,143.5,-1.979359041,18.04838216,0.148072891
"bfa",2,144.5,-1.975521156,18.10148804,0.148361495
"bfa",2,145.5,-1.972024258,18.15461039,0.148635067
"bfa",2,146.5,-1.968864465,18.20773639,0.148893769
"bfa",2,147.5,-1.966037938,18.26085325,0.149137776
"bfa",2,148.5,-1.963540872,18.31394832,0.14936727
"bfa",2,149.5,-1.961369499,18.36700902,0.149582439
"bfa",2,150.5,-1.959520079,18.42002284,0.149783482
"bfa",2,151.5,-1.9579889,18.47297739,0.149970604
"bfa",2,152.5,-1.956772271,18.52586035,0.15014402
"bfa",2,153.5,-1.95586652,18.57865951,0.15030395
"bfa",2,154.5,-1.955267984,18.63136275,0.150450621
"bfa",2,155.5,-1.954973011,18.68395801,0.15058427
"bfa",2,156.5,-1.954977947,18.73643338,0.150705138
"bfa",2,157.5,-1.955279136,18.788777,0.150813475
"bfa",2,158.5,-1.955872909,18.84097713,0.150909535
"bfa",2,159.5,-1.956755579,18.89302212,0.150993582
"bfa",2,160.5,-1.957923436,18.94490041,0.151065883
"bfa",2,161.5,-1.959372737,18.99660055,0.151126714
"bfa",2,162.5,-1.9610997,19.04811118,0.151176355
"bfa",2,163.5,-1.963100496,19.09942105,0.151215094
"bfa",2,164.5,-1.96537124,19.15051899,0.151243223
"bfa",2,165.5,-1.967907983,19.20139397,0.151261042
"bfa",2,166.5,-1.970706706,19.25203503,0.151268855
"bfa",2,167.5,-1.973763307,19.30243131,0.151266974
"bfa",2,168.5,-1.977073595,19.35257209,0.151255713
"bfa",2,169.5,-1.980633277,19.40244671,0.151235395
"bfa",2,170.5,-1.984437954,19.45204465,0.151206347
"bfa",2,171.5,-1.988483106,19.50135548,0.151168902
"bfa",2,172.5,-1.992764085,19.55036888,0.151123398
"bfa",2,173.5,-1.997276103,19.59907464,0.15107018
"bfa",2,174.5,-2.002014224,19.64746266,0.151009595
"bfa",2,175.5,-2.00697335,19.69552294,0.150942
"bfa",2,176.5,-2.012148213,19.7432456,0.150867753
"bfa",2,177.5,-2.017533363,19.79062086,0.150787221
"bfa",2,178.5,-2.023123159,19.83763907,0.150700774
"bfa",2,179.5,-2.028911755,19.88429066,0.150608788
"bfa",2,180.5,-2.034893091,19.9305662,0.150511645
"bfa",2,181.5,-2.041060881,19.97645636,0.150409731
"bfa",2,182.5,-2.047408604,20.02195192,0.15030344
"bfa",2,183.5,-2.05392949,20.06704377,0.150193169
"bfa",2,184.5,-2.060616513,20.11172291,0.150079322
"bfa",2,185.5,-2.067462375,20.15598047,0.149962308
"bfa",2,186.5,-2.074459502,20.19980767,0.14984254
"bfa",2,187.5,-2.081600029,20.24319586,0.149720441
"bfa",2,188.5,-2.088875793,20.28613648,0.149596434
"bfa",2,189.5,-2.096278323,20.32862109,0.149470953
"bfa",2,190.5,-2.103798828,20.37064138,0.149344433
"bfa",2,191.5,-2.111428194,20.41218911,0.149217319
"bfa",2,192.5,-2.119156972,20.45325617,0.14909006
"bfa",2,193.5,-2.126975375,20.49383457,0.14896311
"bfa",2,194.5,-2.134873266,20.5339164,0.148836931
"bfa",2,195.5,-2.142840157,20.57349387,0.148711989
"bfa",2,196.5,-2.150865204,20.61255929,0.148588757
"bfa",2,197.5,-2.158937201,20.65110506,0.148467715
"bfa",2,198.5,-2.167044578,20.6891237,0.148349348
"bfa",2,199.5,-2.175176987,20.72660728,0.14823412
"bfa",2,200.5,-2.183317362,20.76355011,0.148122614
"bfa",2,201.5,-2.191457792,20.79994337,0.148015249
"bfa",2,202.5,-2.199583649,20.83578051,0.147912564
"bfa",2,203.5,-2.207681525,20.87105449,0.147815078
"bfa",2,204.5,-2.215737645,20.90575839,0.147723315
"bfa",2,205.5,-2.223739902,20.93988477,0.147637768
"bfa",2,206.5,-2.231667995,20.97342858,0.147559083
"bfa",2,207.5,-2.239511942,21.00638171,0.147487716
"bfa",2,208.5,-2.247257081,21.0387374,0.14742421
"bfa",2,209.5,-2.254885145,21.07048996,0.147369174
"bfa",2,210.5,-2.26238209,21.10163241,0.147323144
"bfa",2,211.5,-2.269731517,21.13215845,0.147286698
"bfa",2,212.5,-2.276917229,21.16206171,0.147260415
"bfa",2,213.5,-2.283925442,21.1913351,0.147244828
"bfa",2,214.5,-2.290731442,21.21997472,0.147240683
"bfa",2,215.5,-2.29732427,21.24797262,0.147248467
"bfa",2,216.5,-2.303687802,21.27532239,0.14726877
"bfa",2,217.5,-2.309799971,21.30201933,0.147302299
"bfa",2,218.5,-2.315651874,21.32805489,0.147349514
"bfa",2,219.5,-2.32121731,21.35342563,0.147411215
"bfa",2,220.5,-2.326481911,21.37812462,0.147487979
"bfa",2,221.5,-2.331428139,21.40214589,0.147580453
"bfa",2,222.5,-2.336038473,21.42548351,0.147689289
"bfa",2,223.5,-2.34029545,21.44813156,0.14781515
"bfa",2,224.5,-2.344181703,21.47008412,0.147958706
"bfa",2,225.5,-2.34768,21.49133529,0.148120633
"bfa",2,226.5,-2.350773286,21.51187918,0.148301619
"bfa",2,227.5,-2.353444725,21.53170989,0.148502355
"bfa",2,228.5,-2.355677743,21.55082155,0.148723546
"bfa",2,229.5,-2.35745607,21.56920824,0.148965902
"bfa",2,230.5,-2.358763788,21.58686406,0.149230142
"bfa",2,231.5,-2.359585369,21.60378309,0.149516994
"bfa",2,232.5,-2.359905726,21.61995939,0.149827195
"bfa",2,233.5,-2.359710258,21.635387,0.150161492
"bfa",2,234.5,-2.358980464,21.65006126,0.150520734
"bfa",2,235.5,-2.357714508,21.6639727,0.150905439
"bfa",2,236.5,-2.355892424,21.67711736,0.151316531
"bfa",2,237.5,-2.353501353,21.68948935,0.151754808
"bfa",2,238.5,-2.350528726,21.70108288,0.152221086
"bfa",2,239.5,-2.346962247,21.71189225,0.152716206
