"sex","lh","l","m","s","p_type","p_value"
"boys",86.2,-0.3521,11.7937,0.08138,"0.10th",9.268
"boys",86.3,-0.3521,11.8184,0.08134,"0.10th",9.289
"boys",86.4,-0.3521,11.8431,0.08131,"0.10th",9.309
"boys",86.5,-0.3521,11.8678,0.08128,"0.10th",9.329
"boys",86.6,-0.3521,11.8926,0.08124,"0.10th",9.35
"boys",86.7,-0.3521,11.9173,0.08121,"0.10th",9.37
"boys",86.8,-0.3521,11.9421,0.08118,"0.10th",9.39
"boys",86.9,-0.3521,11.9668,0.08114,"0.10th",9.411
"boys",87,-0.3521,11.9916,0.08111,"0.10th",9.431
"boys",87.1,-0.3521,12.0163,0.08108,"0.10th",9.451
"boys",87.2,-0.3521,12.0411,0.08105,"0.10th",9.472
"boys",87.3,-0.3521,12.0658,0.08102,"0.10th",9.492
"boys",87.4,-0.3521,12.0905,0.08099,"0.10th",9.512
"boys",87.5,-0.3521,12.1152,0.08096,"0.10th",9.532
"boys",87.6,-0.3521,12.1398,0.08093,"0.10th",9.552
"boys",87.7,-0.3521,12.1645,0.0809,"0.10th",9.573
"boys",87.8,-0.3521,12.1891,0.08087,"0.10th",9.593
"boys",87.9,-0.3521,12.2136,0.08084,"0.10th",9.613
"boys",88,-0.3521,12.2382,0.08082,"0.10th",9.633
"boys",88.1,-0.3521,12.2627,0.08079,"0.10th",9.653
"boys",88.2,-0.3521,12.2871,0.08076,"0.10th",9.673
"boys",88.3,-0.3521,12.3116,0.08074,"0.10th",9.693
"boys",88.4,-0.3521,12.336,0.08071,"0.10th",9.713
"boys",88.5,-0.3521,12.3603,0.08069,"0.10th",9.733
"boys",88.6,-0.3521,12.3846,0.08067,"0.10th",9.752
"boys",88.7,-0.3521,12.4089,0.08064,"0.10th",9.772
"boys",88.8,-0.3521,12.4332,0.08062,"0.10th",9.792
"boys",88.9,-0.3521,12.4574,0.0806,"0.10th",9.812
"boys",89,-0.3521,12.4815,0.08058,"0.10th",9.831
"boys",89.1,-0.3521,12.5057,0.08056,"0.10th",9.851
"boys",89.2,-0.3521,12.5298,0.08054,"0.10th",9.87
"boys",89.3,-0.3521,12.5538,0.08052,"0.10th",9.89
"boys",89.4,-0.3521,12.5778,0.0805,"0.10th",9.909
"boys",89.5,-0.3521,12.6017,0.08048,"0.10th",9.929
"boys",89.6,-0.3521,12.6257,0.08047,"0.10th",9.948
"boys",89.7,-0.3521,12.6495,0.08045,"0.10th",9.967
"boys",89.8,-0.3521,12.6734,0.08044,"0.10th",9.986
"boys",89.9,-0.3521,12.6972,0.08042,"0.10th",10.006
"boys",90,-0.3521,12.7209,0.08041,"0.10th",10.025
"boys",90.1,-0.3521,12.7446,0.08039,"0.10th",10.044
"boys",90.2,-0.3521,12.7683,0.08038,"0.10th",10.063
"boys",90.3,-0.3521,12.792,0.08037,"0.10th",10.082
"boys",90.4,-0.3521,12.8156,0.08035,"0.10th",10.101
"boys",90.5,-0.3521,12.8392,0.08034,"0.10th",10.12
"boys",90.6,-0.3521,12.8628,0.08033,"0.10th",10.139
"boys",90.7,-0.3521,12.8864,0.08032,"0.10th",10.158
"boys",90.8,-0.3521,12.9099,0.08031,"0.10th",10.176
"boys",90.9,-0.3521,12.9334,0.0803,"0.10th",10.195
"boys",91,-0.3521,12.9569,0.0803,"0.10th",10.214
"boys",91.1,-0.3521,12.9804,0.08029,"0.10th",10.233
"boys",91.2,-0.3521,13.0038,0.08028,"0.10th",10.251
"boys",91.3,-0.3521,13.0273,0.08027,"0.10th",10.27
"boys",91.4,-0.3521,13.0507,0.08027,"0.10th",10.289
"boys",91.5,-0.3521,13.0742,0.08026,"0.10th",10.307
"boys",91.6,-0.3521,13.0976,0.08026,"0.10th",10.326
"boys",91.7,-0.3521,13.1209,0.08025,"0.10th",10.344
"boys",91.8,-0.3521,13.1443,0.08025,"0.10th",10.363
"boys",91.9,-0.3521,13.1677,0.08025,"0.10th",10.381
"boys",92,-0.3521,13.191,0.08025,"0.10th",10.4
"boys",92.1,-0.3521,13.2143,0.08025,"0.10th",10.418
"boys",92.2,-0.3521,13.2376,0.08024,"0.10th",10.437
"boys",92.3,-0.3521,13.2609,0.08024,"0.10th",10.455
"boys",92.4,-0.3521,13.2842,0.08024,"0.10th",10.473
"boys",92.5,-0.3521,13.3075,0.08025,"0.10th",10.492
"boys",92.6,-0.3521,13.3308,0.08025,"0.10th",10.51
"boys",92.7,-0.3521,13.3541,0.08025,"0.10th",10.528
"boys",92.8,-0.3521,13.3773,0.08025,"0.10th",10.547
"boys",92.9,-0.3521,13.4006,0.08026,"0.10th",10.565
"boys",93,-0.3521,13.4239,0.08026,"0.10th",10.583
"boys",93.1,-0.3521,13.4472,0.08027,"0.10th",10.601
"boys",93.2,-0.3521,13.4705,0.08027,"0.10th",10.619
"boys",93.3,-0.3521,13.4937,0.08028,"0.10th",10.637
"boys",93.4,-0.3521,13.5171,0.08028,"0.10th",10.656
"boys",93.5,-0.3521,13.5404,0.08029,"0.10th",10.674
"boys",93.6,-0.3521,13.5637,0.0803,"0.10th",10.692
"boys",93.7,-0.3521,13.587,0.08031,"0.10th",10.71
"boys",93.8,-0.3521,13.6104,0.08032,"0.10th",10.728
"boys",93.9,-0.3521,13.6338,0.08033,"0.10th",10.746
"boys",94,-0.3521,13.6572,0.08034,"0.10th",10.765
"boys",94.1,-0.3521,13.6806,0.08035,"0.10th",10.783
"boys",94.2,-0.3521,13.7041,0.08036,"0.10th",10.801
"boys",94.3,-0.3521,13.7275,0.08037,"0.10th",10.819
"boys",94.4,-0.3521,13.751,0.08038,"0.10th",10.837
"boys",94.5,-0.3521,13.7746,0.0804,"0.10th",10.855
"boys",94.6,-0.3521,13.7981,0.08041,"0.10th",10.873
"boys",94.7,-0.3521,13.8217,0.08043,"0.10th",10.891
"boys",94.8,-0.3521,13.8454,0.08044,"0.10th",10.91
"boys",94.9,-0.3521,13.8691,0.08046,"0.10th",10.928
"boys",95,-0.3521,13.8928,0.08047,"0.10th",10.946
"boys",95.1,-0.3521,13.9165,0.08049,"0.10th",10.964
"boys",95.2,-0.3521,13.9403,0.08051,"0.10th",10.982
"boys",95.3,-0.3521,13.9642,0.08052,"0.10th",11.001
"boys",95.4,-0.3521,13.9881,0.08054,"0.10th",11.019
"boys",95.5,-0.3521,14.012,0.08056,"0.10th",11.037
"boys",95.6,-0.3521,14.036,0.08058,"0.10th",11.056
"boys",95.7,-0.3521,14.06,0.0806,"0.10th",11.074
"boys",95.8,-0.3521,14.0841,0.08062,"0.10th",11.092
"boys",95.9,-0.3521,14.1083,0.08064,"0.10th",11.111
"boys",96,-0.3521,14.1325,0.08067,"0.10th",11.129
"boys",96.1,-0.3521,14.1567,0.08069,"0.10th",11.147
"boys",96.2,-0.3521,14.1811,0.08071,"0.10th",11.166
"boys",96.3,-0.3521,14.2055,0.08073,"0.10th",11.184
"boys",96.4,-0.3521,14.2299,0.08076,"0.10th",11.203
"boys",96.5,-0.3521,14.2544,0.08078,"0.10th",11.221
"boys",96.6,-0.3521,14.279,0.08081,"0.10th",11.24
"boys",96.7,-0.3521,14.3037,0.08083,"0.10th",11.258
"boys",96.8,-0.3521,14.3284,0.08086,"0.10th",11.277
"boys",96.9,-0.3521,14.3533,0.08089,"0.10th",11.296
"boys",97,-0.3521,14.3782,0.08092,"0.10th",11.314
"boys",97.1,-0.3521,14.4031,0.08094,"0.10th",11.333
"boys",97.2,-0.3521,14.4282,0.08097,"0.10th",11.352
"boys",97.3,-0.3521,14.4533,0.081,"0.10th",11.371
"boys",97.4,-0.3521,14.4785,0.08103,"0.10th",11.39
"boys",97.5,-0.3521,14.5038,0.08106,"0.10th",11.408
"boys",97.6,-0.3521,14.5292,0.08109,"0.10th",11.427
"boys",97.7,-0.3521,14.5547,0.08112,"0.10th",11.447
"boys",97.8,-0.3521,14.5802,0.08116,"0.10th",11.465
"boys",97.9,-0.3521,14.6058,0.08119,"0.10th",11.484
"boys",98,-0.3521,14.6316,0.08122,"0.10th",11.504
"boys",98.1,-0.3521,14.6574,0.08125,"0.10th",11.523
"boys",98.2,-0.3521,14.6832,0.08129,"0.10th",11.542
"boys",98.3,-0.3521,14.7092,0.08132,"0.10th",11.561
"boys",98.4,-0.3521,14.7353,0.08136,"0.10th",11.581
"boys",98.5,-0.3521,14.7614,0.08139,"0.10th",11.6
"boys",98.6,-0.3521,14.7877,0.08143,"0.10th",11.62
"boys",98.7,-0.3521,14.814,0.08146,"0.10th",11.639
"boys",98.8,-0.3521,14.8404,0.0815,"0.10th",11.659
"boys",98.9,-0.3521,14.8669,0.08154,"0.10th",11.678
"boys",99,-0.3521,14.8934,0.08157,"0.10th",11.698
"boys",99.1,-0.3521,14.9201,0.08161,"0.10th",11.718
"boys",99.2,-0.3521,14.9468,0.08165,"0.10th",11.737
"boys",99.3,-0.3521,14.9736,0.08169,"0.10th",11.757
"boys",99.4,-0.3521,15.0005,0.08173,"0.10th",11.777
"boys",99.5,-0.3521,15.0275,0.08177,"0.10th",11.797
"boys",99.6,-0.3521,15.0546,0.08181,"0.10th",11.817
"boys",99.7,-0.3521,15.0818,0.08185,"0.10th",11.837
"boys",99.8,-0.3521,15.109,0.08189,"0.10th",11.857
"boys",99.9,-0.3521,15.1363,0.08194,"0.10th",11.876
"boys",100,-0.3521,15.1637,0.08198,"0.10th",11.896
"boys",100.1,-0.3521,15.1912,0.08202,"0.10th",11.917
"boys",100.2,-0.3521,15.2187,0.08206,"0.10th",11.937
"boys",100.3,-0.3521,15.2463,0.08211,"0.10th",11.957
"boys",100.4,-0.3521,15.274,0.08215,"0.10th",11.977
"boys",100.5,-0.3521,15.3018,0.0822,"0.10th",11.997
"boys",100.6,-0.3521,15.3297,0.08224,"0.10th",12.018
"boys",100.7,-0.3521,15.3576,0.08229,"0.10th",12.038
"boys",100.8,-0.3521,15.3856,0.08233,"0.10th",12.059
"boys",100.9,-0.3521,15.4137,0.08238,"0.10th",12.079
"boys",101,-0.3521,15.4419,0.08243,"0.10th",12.099
"boys",101.1,-0.3521,15.4701,0.08247,"0.10th",12.12
"boys",101.2,-0.3521,15.4985,0.08252,"0.10th",12.14
"boys",101.3,-0.3521,15.5268,0.08257,"0.10th",12.161
"boys",101.4,-0.3521,15.5553,0.08262,"0.10th",12.181
"boys",101.5,-0.3521,15.5838,0.08267,"0.10th",12.202
"boys",101.6,-0.3521,15.6125,0.08272,"0.10th",12.223
"boys",101.7,-0.3521,15.6412,0.08277,"0.10th",12.244
"boys",101.8,-0.3521,15.6699,0.08281,"0.10th",12.265
"boys",101.9,-0.3521,15.6987,0.08287,"0.10th",12.285
"boys",102,-0.3521,15.7276,0.08292,"0.10th",12.306
"boys",102.1,-0.3521,15.7566,0.08297,"0.10th",12.327
"boys",102.2,-0.3521,15.7857,0.08302,"0.10th",12.348
"boys",102.3,-0.3521,15.8148,0.08307,"0.10th",12.369
"boys",102.4,-0.3521,15.844,0.08312,"0.10th",12.39
"boys",102.5,-0.3521,15.8732,0.08317,"0.10th",12.411
"boys",102.6,-0.3521,15.9026,0.08322,"0.10th",12.432
"boys",102.7,-0.3521,15.932,0.08328,"0.10th",12.453
"boys",102.8,-0.3521,15.9615,0.08333,"0.10th",12.474
"boys",102.9,-0.3521,15.991,0.08338,"0.10th",12.496
"boys",103,-0.3521,16.0206,0.08343,"0.10th",12.517
"boys",103.1,-0.3521,16.0503,0.08349,"0.10th",12.538
"boys",103.2,-0.3521,16.0801,0.08354,"0.10th",12.56
"boys",103.3,-0.3521,16.1099,0.08359,"0.10th",12.581
"boys",103.4,-0.3521,16.1398,0.08365,"0.10th",12.602
"boys",103.5,-0.3521,16.1697,0.0837,"0.10th",12.624
"boys",103.6,-0.3521,16.1997,0.08376,"0.10th",12.645
"boys",103.7,-0.3521,16.2298,0.08381,"0.10th",12.667
"boys",103.8,-0.3521,16.26,0.08386,"0.10th",12.689
"boys",103.9,-0.3521,16.2902,0.08392,"0.10th",12.71
"boys",104,-0.3521,16.3204,0.08397,"0.10th",12.732
"boys",104.1,-0.3521,16.3508,0.08403,"0.10th",12.753
"boys",104.2,-0.3521,16.3812,0.08408,"0.10th",12.775
"boys",104.3,-0.3521,16.4117,0.08414,"0.10th",12.797
"boys",104.4,-0.3521,16.4422,0.08419,"0.10th",12.819
"boys",104.5,-0.3521,16.4728,0.08425,"0.10th",12.841
"boys",104.6,-0.3521,16.5035,0.08431,"0.10th",12.862
"boys",104.7,-0.3521,16.5342,0.08436,"0.10th",12.884
"boys",104.8,-0.3521,16.565,0.08442,"0.10th",12.906
"boys",104.9,-0.3521,16.5959,0.08447,"0.10th",12.928
"boys",105,-0.3521,16.6268,0.08453,"0.10th",12.95
"boys",105.1,-0.3521,16.6579,0.08458,"0.10th",12.973
"boys",105.2,-0.3521,16.6889,0.08464,"0.10th",12.995
"boys",105.3,-0.3521,16.7201,0.0847,"0.10th",13.017
"boys",105.4,-0.3521,16.7513,0.08475,"0.10th",13.039
"boys",105.5,-0.3521,16.7826,0.08481,"0.10th",13.061
"boys",105.6,-0.3521,16.8139,0.08487,"0.10th",13.083
"boys",105.7,-0.3521,16.8454,0.08493,"0.10th",13.106
"boys",105.8,-0.3521,16.8769,0.08498,"0.10th",13.128
"boys",105.9,-0.3521,16.9084,0.08504,"0.10th",13.151
"boys",106,-0.3521,16.9401,0.0851,"0.10th",13.173
"boys",106.1,-0.3521,16.9718,0.08516,"0.10th",13.196
"boys",106.2,-0.3521,17.0036,0.08521,"0.10th",13.218
"boys",106.3,-0.3521,17.0355,0.08527,"0.10th",13.241
"boys",106.4,-0.3521,17.0674,0.08533,"0.10th",13.263
"boys",106.5,-0.3521,17.0995,0.08539,"0.10th",13.286
"boys",106.6,-0.3521,17.1316,0.08545,"0.10th",13.309
"boys",106.7,-0.3521,17.1637,0.08551,"0.10th",13.332
"boys",106.8,-0.3521,17.196,0.08557,"0.10th",13.354
"boys",106.9,-0.3521,17.2283,0.08562,"0.10th",13.378
"boys",107,-0.3521,17.2607,0.08568,"0.10th",13.4
"boys",107.1,-0.3521,17.2931,0.08574,"0.10th",13.423
"boys",107.2,-0.3521,17.3256,0.0858,"0.10th",13.446
"boys",107.3,-0.3521,17.3582,0.08586,"0.10th",13.469
"boys",107.4,-0.3521,17.3909,0.08592,"0.10th",13.492
"boys",107.5,-0.3521,17.4237,0.08599,"0.10th",13.515
"boys",107.6,-0.3521,17.4565,0.08605,"0.10th",13.538
"boys",107.7,-0.3521,17.4894,0.08611,"0.10th",13.561
"boys",107.8,-0.3521,17.5224,0.08617,"0.10th",13.585
"boys",107.9,-0.3521,17.5554,0.08623,"0.10th",13.608
"boys",108,-0.3521,17.5885,0.08629,"0.10th",13.631
"boys",108.1,-0.3521,17.6217,0.08635,"0.10th",13.655
"boys",108.2,-0.3521,17.655,0.08641,"0.10th",13.678
"boys",108.3,-0.3521,17.6884,0.08648,"0.10th",13.701
"boys",108.4,-0.3521,17.7218,0.08654,"0.10th",13.725
"boys",108.5,-0.3521,17.7553,0.0866,"0.10th",13.749
"boys",108.6,-0.3521,17.7889,0.08666,"0.10th",13.772
"boys",108.7,-0.3521,17.8226,0.08673,"0.10th",13.796
"boys",108.8,-0.3521,17.8564,0.08679,"0.10th",13.819
"boys",108.9,-0.3521,17.8903,0.08685,"0.10th",13.843
"boys",109,-0.3521,17.9242,0.08691,"0.10th",13.867
"boys",109.1,-0.3521,17.9583,0.08698,"0.10th",13.891
"boys",109.2,-0.3521,17.9924,0.08704,"0.10th",13.915
"boys",109.3,-0.3521,18.0267,0.0871,"0.10th",13.939
"boys",109.4,-0.3521,18.061,0.08717,"0.10th",13.963
"boys",109.5,-0.3521,18.0954,0.08723,"0.10th",13.987
"boys",109.6,-0.3521,18.1299,0.0873,"0.10th",14.011
"boys",109.7,-0.3521,18.1645,0.08736,"0.10th",14.035
"boys",109.8,-0.3521,18.1992,0.08742,"0.10th",14.06
"boys",109.9,-0.3521,18.234,0.08749,"0.10th",14.084
"boys",110,-0.3521,18.2689,0.08755,"0.10th",14.108
"boys",65,-0.3521,7.4327,0.08217,"0.10th",5.828
"boys",65.1,-0.3521,7.4563,0.08216,"0.10th",5.847
"boys",65.2,-0.3521,7.4799,0.08216,"0.10th",5.865
"boys",65.3,-0.3521,7.5034,0.08215,"0.10th",5.884
"boys",65.4,-0.3521,7.5269,0.08214,"0.10th",5.902
"boys",65.5,-0.3521,7.5504,0.08214,"0.10th",5.921
"boys",65.6,-0.3521,7.5738,0.08214,"0.10th",5.939
"boys",65.7,-0.3521,7.5973,0.08213,"0.10th",5.958
"boys",65.8,-0.3521,7.6206,0.08213,"0.10th",5.976
"boys",65.9,-0.3521,7.644,0.08213,"0.10th",5.994
"boys",66,-0.3521,7.6673,0.08212,"0.10th",6.013
"boys",66.1,-0.3521,7.6906,0.08212,"0.10th",6.031
"boys",66.2,-0.3521,7.7138,0.08212,"0.10th",6.049
"boys",66.3,-0.3521,7.737,0.08212,"0.10th",6.068
"boys",66.4,-0.3521,7.7602,0.08212,"0.10th",6.086
"boys",66.5,-0.3521,7.7834,0.08212,"0.10th",6.104
"boys",66.6,-0.3521,7.8065,0.08212,"0.10th",6.122
"boys",66.7,-0.3521,7.8296,0.08212,"0.10th",6.14
"boys",66.8,-0.3521,7.8526,0.08212,"0.10th",6.158
"boys",66.9,-0.3521,7.8757,0.08212,"0.10th",6.176
"boys",67,-0.3521,7.8986,0.08213,"0.10th",6.194
"boys",67.1,-0.3521,7.9216,0.08213,"0.10th",6.212
"boys",67.2,-0.3521,7.9445,0.08213,"0.10th",6.23
"boys",67.3,-0.3521,7.9674,0.08214,"0.10th",6.248
"boys",67.4,-0.3521,7.9903,0.08214,"0.10th",6.266
"boys",67.5,-0.3521,8.0132,0.08214,"0.10th",6.284
"boys",67.6,-0.3521,8.036,0.08215,"0.10th",6.301
"boys",67.7,-0.3521,8.0588,0.08215,"0.10th",6.319
"boys",67.8,-0.3521,8.0816,0.08216,"0.10th",6.337
"boys",67.9,-0.3521,8.1044,0.08217,"0.10th",6.355
"boys",68,-0.3521,8.1272,0.08217,"0.10th",6.373
"boys",68.1,-0.3521,8.15,0.08218,"0.10th",6.39
"boys",68.2,-0.3521,8.1727,0.08219,"0.10th",6.408
"boys",68.3,-0.3521,8.1955,0.08219,"0.10th",6.426
"boys",68.4,-0.3521,8.2183,0.0822,"0.10th",6.443
"boys",68.5,-0.3521,8.241,0.08221,"0.10th",6.461
"boys",68.6,-0.3521,8.2638,0.08222,"0.10th",6.479
"boys",68.7,-0.3521,8.2865,0.08223,"0.10th",6.496
"boys",68.8,-0.3521,8.3092,0.08224,"0.10th",6.514
"boys",68.9,-0.3521,8.332,0.08225,"0.10th",6.532
"boys",69,-0.3521,8.3547,0.08226,"0.10th",6.549
"boys",69.1,-0.3521,8.3774,0.08227,"0.10th",6.567
"boys",69.2,-0.3521,8.4001,0.08228,"0.10th",6.585
"boys",69.3,-0.3521,8.4227,0.08229,"0.10th",6.602
"boys",69.4,-0.3521,8.4454,0.0823,"0.10th",6.62
"boys",69.5,-0.3521,8.468,0.08231,"0.10th",6.637
"boys",69.6,-0.3521,8.4906,0.08232,"0.10th",6.655
"boys",69.7,-0.3521,8.5132,0.08233,"0.10th",6.672
"boys",69.8,-0.3521,8.5358,0.08235,"0.10th",6.69
"boys",69.9,-0.3521,8.5583,0.08236,"0.10th",6.707
"boys",70,-0.3521,8.5808,0.08237,"0.10th",6.724
"boys",70.1,-0.3521,8.6032,0.08238,"0.10th",6.742
"boys",70.2,-0.3521,8.6257,0.0824,"0.10th",6.759
"boys",70.3,-0.3521,8.648,0.08241,"0.10th",6.776
"boys",70.4,-0.3521,8.6704,0.08242,"0.10th",6.794
"boys",70.5,-0.3521,8.6927,0.08243,"0.10th",6.811
"boys",70.6,-0.3521,8.715,0.08245,"0.10th",6.828
"boys",70.7,-0.3521,8.7372,0.08246,"0.10th",6.845
"boys",70.8,-0.3521,8.7594,0.08248,"0.10th",6.862
"boys",70.9,-0.3521,8.7815,0.08249,"0.10th",6.879
"boys",71,-0.3521,8.8036,0.0825,"0.10th",6.897
"boys",71.1,-0.3521,8.8257,0.08252,"0.10th",6.913
"boys",71.2,-0.3521,8.8477,0.08253,"0.10th",6.93
"boys",71.3,-0.3521,8.8697,0.08254,"0.10th",6.948
"boys",71.4,-0.3521,8.8916,0.08256,"0.10th",6.964
"boys",71.5,-0.3521,8.9135,0.08257,"0.10th",6.981
"boys",71.6,-0.3521,8.9353,0.08259,"0.10th",6.998
"boys",71.7,-0.3521,8.9571,0.0826,"0.10th",7.015
"boys",71.8,-0.3521,8.9788,0.08262,"0.10th",7.031
"boys",71.9,-0.3521,9.0005,0.08263,"0.10th",7.048
"boys",72,-0.3521,9.0221,0.08264,"0.10th",7.065
"boys",72.1,-0.3521,9.0436,0.08266,"0.10th",7.081
"boys",72.2,-0.3521,9.0651,0.08267,"0.10th",7.098
"boys",72.3,-0.3521,9.0865,0.08269,"0.10th",7.114
"boys",72.4,-0.3521,9.1079,0.0827,"0.10th",7.131
"boys",72.5,-0.3521,9.1292,0.08272,"0.10th",7.147
"boys",72.6,-0.3521,9.1504,0.08273,"0.10th",7.164
"boys",72.7,-0.3521,9.1716,0.08274,"0.10th",7.18
"boys",72.8,-0.3521,9.1927,0.08276,"0.10th",7.196
"boys",72.9,-0.3521,9.2137,0.08277,"0.10th",7.212
"boys",73,-0.3521,9.2347,0.08278,"0.10th",7.228
"boys",73.1,-0.3521,9.2557,0.0828,"0.10th",7.245
"boys",73.2,-0.3521,9.2766,0.08281,"0.10th",7.261
"boys",73.3,-0.3521,9.2974,0.08283,"0.10th",7.277
"boys",73.4,-0.3521,9.3182,0.08284,"0.10th",7.293
"boys",73.5,-0.3521,9.339,0.08285,"0.10th",7.309
"boys",73.6,-0.3521,9.3597,0.08287,"0.10th",7.324
"boys",73.7,-0.3521,9.3803,0.08288,"0.10th",7.34
"boys",73.8,-0.3521,9.401,0.08289,"0.10th",7.356
"boys",73.9,-0.3521,9.4215,0.0829,"0.10th",7.372
"boys",74,-0.3521,9.442,0.08292,"0.10th",7.388
"boys",74.1,-0.3521,9.4625,0.08293,"0.10th",7.404
"boys",74.2,-0.3521,9.4829,0.08294,"0.10th",7.419
"boys",74.3,-0.3521,9.5032,0.08295,"0.10th",7.435
"boys",74.4,-0.3521,9.5235,0.08297,"0.10th",7.451
"boys",74.5,-0.3521,9.5438,0.08298,"0.10th",7.466
"boys",74.6,-0.3521,9.5639,0.08299,"0.10th",7.482
"boys",74.7,-0.3521,9.5841,0.083,"0.10th",7.497
"boys",74.8,-0.3521,9.6041,0.08301,"0.10th",7.513
"boys",74.9,-0.3521,9.6241,0.08302,"0.10th",7.528
"boys",75,-0.3521,9.644,0.08303,"0.10th",7.544
"boys",75.1,-0.3521,9.6639,0.08305,"0.10th",7.559
"boys",75.2,-0.3521,9.6836,0.08306,"0.10th",7.574
"boys",75.3,-0.3521,9.7033,0.08307,"0.10th",7.589
"boys",75.4,-0.3521,9.723,0.08307,"0.10th",7.604
"boys",75.5,-0.3521,9.7425,0.08308,"0.10th",7.619
"boys",75.6,-0.3521,9.762,0.08309,"0.10th",7.635
"boys",75.7,-0.3521,9.7814,0.0831,"0.10th",7.649
"boys",75.8,-0.3521,9.8007,0.08311,"0.10th",7.664
"boys",75.9,-0.3521,9.82,0.08312,"0.10th",7.679
"boys",76,-0.3521,9.8392,0.08312,"0.10th",7.694
"boys",76.1,-0.3521,9.8583,0.08313,"0.10th",7.709
"boys",76.2,-0.3521,9.8773,0.08314,"0.10th",7.724
"boys",76.3,-0.3521,9.8963,0.08314,"0.10th",7.738
"boys",76.4,-0.3521,9.9152,0.08315,"0.10th",7.753
"boys",76.5,-0.3521,9.9341,0.08315,"0.10th",7.768
"boys",76.6,-0.3521,9.9528,0.08316,"0.10th",7.782
"boys",76.7,-0.3521,9.9716,0.08316,"0.10th",7.797
"boys",76.8,-0.3521,9.9902,0.08317,"0.10th",7.811
"boys",76.9,-0.3521,10.0088,0.08317,"0.10th",7.826
"boys",77,-0.3521,10.0274,0.08317,"0.10th",7.84
"boys",77.1,-0.3521,10.0459,0.08318,"0.10th",7.855
"boys",77.2,-0.3521,10.0643,0.08318,"0.10th",7.869
"boys",77.3,-0.3521,10.0827,0.08318,"0.10th",7.883
"boys",77.4,-0.3521,10.1011,0.08318,"0.10th",7.898
"boys",77.5,-0.3521,10.1194,0.08318,"0.10th",7.912
"boys",77.6,-0.3521,10.1377,0.08318,"0.10th",7.926
"boys",77.7,-0.3521,10.1559,0.08318,"0.10th",7.941
"boys",77.8,-0.3521,10.1741,0.08318,"0.10th",7.955
"boys",77.9,-0.3521,10.1923,0.08317,"0.10th",7.969
"boys",78,-0.3521,10.2105,0.08317,"0.10th",7.983
"boys",78.1,-0.3521,10.2286,0.08317,"0.10th",7.998
"boys",78.2,-0.3521,10.2468,0.08316,"0.10th",8.012
"boys",78.3,-0.3521,10.2649,0.08316,"0.10th",8.026
"boys",78.4,-0.3521,10.2831,0.08315,"0.10th",8.041
"boys",78.5,-0.3521,10.3012,0.08315,"0.10th",8.055
"boys",78.6,-0.3521,10.3194,0.08314,"0.10th",8.069
"boys",78.7,-0.3521,10.3376,0.08313,"0.10th",8.084
"boys",78.8,-0.3521,10.3558,0.08313,"0.10th",8.098
"boys",78.9,-0.3521,10.3741,0.08312,"0.10th",8.113
"boys",79,-0.3521,10.3923,0.08311,"0.10th",8.127
"boys",79.1,-0.3521,10.4107,0.0831,"0.10th",8.142
"boys",79.2,-0.3521,10.4291,0.08309,"0.10th",8.156
"boys",79.3,-0.3521,10.4475,0.08308,"0.10th",8.171
"boys",79.4,-0.3521,10.466,0.08307,"0.10th",8.186
"boys",79.5,-0.3521,10.4845,0.08305,"0.10th",8.201
"boys",79.6,-0.3521,10.5031,0.08304,"0.10th",8.215
"boys",79.7,-0.3521,10.5217,0.08303,"0.10th",8.23
"boys",79.8,-0.3521,10.5405,0.08301,"0.10th",8.245
"boys",79.9,-0.3521,10.5592,0.083,"0.10th",8.26
"boys",80,-0.3521,10.5781,0.08298,"0.10th",8.275
"boys",80.1,-0.3521,10.597,0.08297,"0.10th",8.29
"boys",80.2,-0.3521,10.6161,0.08295,"0.10th",8.306
"boys",80.3,-0.3521,10.6352,0.08293,"0.10th",8.321
"boys",80.4,-0.3521,10.6544,0.08291,"0.10th",8.337
"boys",80.5,-0.3521,10.6737,0.0829,"0.10th",8.352
"boys",80.6,-0.3521,10.6931,0.08288,"0.10th",8.368
"boys",80.7,-0.3521,10.7126,0.08286,"0.10th",8.383
"boys",80.8,-0.3521,10.7322,0.08284,"0.10th",8.399
"boys",80.9,-0.3521,10.752,0.08282,"0.10th",8.415
"boys",81,-0.3521,10.7718,0.08279,"0.10th",8.431
"boys",81.1,-0.3521,10.7918,0.08277,"0.10th",8.448
"boys",81.2,-0.3521,10.8119,0.08275,"0.10th",8.464
"boys",81.3,-0.3521,10.8321,0.08273,"0.10th",8.48
"boys",81.4,-0.3521,10.8524,0.0827,"0.10th",8.497
"boys",81.5,-0.3521,10.8728,0.08268,"0.10th",8.513
"boys",81.6,-0.3521,10.8934,0.08265,"0.10th",8.53
"boys",81.7,-0.3521,10.9142,0.08263,"0.10th",8.547
"boys",81.8,-0.3521,10.935,0.0826,"0.10th",8.564
"boys",81.9,-0.3521,10.956,0.08258,"0.10th",8.581
"boys",82,-0.3521,10.9772,0.08255,"0.10th",8.598
"boys",82.1,-0.3521,10.9985,0.08252,"0.10th",8.615
"boys",82.2,-0.3521,11.0199,0.08249,"0.10th",8.633
"boys",82.3,-0.3521,11.0415,0.08246,"0.10th",8.651
"boys",82.4,-0.3521,11.0632,0.08244,"0.10th",8.668
