"sex","lh","l","m","s","p_type","p_value"
"boys",70.2,-0.3521,8.6257,0.0824,"25th",8.164
"boys",70.3,-0.3521,8.648,0.08241,"25th",8.185
"boys",70.4,-0.3521,8.6704,0.08242,"25th",8.206
"boys",70.5,-0.3521,8.6927,0.08243,"25th",8.227
"boys",70.6,-0.3521,8.715,0.08245,"25th",8.248
"boys",70.7,-0.3521,8.7372,0.08246,"25th",8.269
"boys",70.8,-0.3521,8.7594,0.08248,"25th",8.29
"boys",70.9,-0.3521,8.7815,0.08249,"25th",8.311
"boys",71,-0.3521,8.8036,0.0825,"25th",8.332
"boys",71.1,-0.3521,8.8257,0.08252,"25th",8.352
"boys",71.2,-0.3521,8.8477,0.08253,"25th",8.373
"boys",71.3,-0.3521,8.8697,0.08254,"25th",8.394
"boys",71.4,-0.3521,8.8916,0.08256,"25th",8.415
"boys",71.5,-0.3521,8.9135,0.08257,"25th",8.435
"boys",71.6,-0.3521,8.9353,0.08259,"25th",8.456
"boys",71.7,-0.3521,8.9571,0.0826,"25th",8.476
"boys",71.8,-0.3521,8.9788,0.08262,"25th",8.497
"boys",71.9,-0.3521,9.0005,0.08263,"25th",8.517
"boys",72,-0.3521,9.0221,0.08264,"25th",8.538
"boys",72.1,-0.3521,9.0436,0.08266,"25th",8.558
"boys",72.2,-0.3521,9.0651,0.08267,"25th",8.578
"boys",72.3,-0.3521,9.0865,0.08269,"25th",8.598
"boys",72.4,-0.3521,9.1079,0.0827,"25th",8.618
"boys",72.5,-0.3521,9.1292,0.08272,"25th",8.638
"boys",72.6,-0.3521,9.1504,0.08273,"25th",8.658
"boys",72.7,-0.3521,9.1716,0.08274,"25th",8.678
"boys",72.8,-0.3521,9.1927,0.08276,"25th",8.698
"boys",72.9,-0.3521,9.2137,0.08277,"25th",8.718
"boys",73,-0.3521,9.2347,0.08278,"25th",8.738
"boys",73.1,-0.3521,9.2557,0.0828,"25th",8.758
"boys",73.2,-0.3521,9.2766,0.08281,"25th",8.777
"boys",73.3,-0.3521,9.2974,0.08283,"25th",8.797
"boys",73.4,-0.3521,9.3182,0.08284,"25th",8.817
"boys",73.5,-0.3521,9.339,0.08285,"25th",8.836
"boys",73.6,-0.3521,9.3597,0.08287,"25th",8.856
"boys",73.7,-0.3521,9.3803,0.08288,"25th",8.875
"boys",73.8,-0.3521,9.401,0.08289,"25th",8.895
"boys",73.9,-0.3521,9.4215,0.0829,"25th",8.914
"boys",74,-0.3521,9.442,0.08292,"25th",8.933
"boys",74.1,-0.3521,9.4625,0.08293,"25th",8.953
"boys",74.2,-0.3521,9.4829,0.08294,"25th",8.972
"boys",74.3,-0.3521,9.5032,0.08295,"25th",8.991
"boys",74.4,-0.3521,9.5235,0.08297,"25th",9.01
"boys",74.5,-0.3521,9.5438,0.08298,"25th",9.029
"boys",74.6,-0.3521,9.5639,0.08299,"25th",9.048
"boys",74.7,-0.3521,9.5841,0.083,"25th",9.067
"boys",74.8,-0.3521,9.6041,0.08301,"25th",9.086
"boys",74.9,-0.3521,9.6241,0.08302,"25th",9.105
"boys",75,-0.3521,9.644,0.08303,"25th",9.124
"boys",75.1,-0.3521,9.6639,0.08305,"25th",9.142
"boys",75.2,-0.3521,9.6836,0.08306,"25th",9.161
"boys",75.3,-0.3521,9.7033,0.08307,"25th",9.18
"boys",75.4,-0.3521,9.723,0.08307,"25th",9.198
"boys",75.5,-0.3521,9.7425,0.08308,"25th",9.217
"boys",75.6,-0.3521,9.762,0.08309,"25th",9.235
"boys",75.7,-0.3521,9.7814,0.0831,"25th",9.253
"boys",75.8,-0.3521,9.8007,0.08311,"25th",9.271
"boys",75.9,-0.3521,9.82,0.08312,"25th",9.29
"boys",76,-0.3521,9.8392,0.08312,"25th",9.308
"boys",76.1,-0.3521,9.8583,0.08313,"25th",9.326
"boys",76.2,-0.3521,9.8773,0.08314,"25th",9.344
"boys",76.3,-0.3521,9.8963,0.08314,"25th",9.362
"boys",76.4,-0.3521,9.9152,0.08315,"25th",9.38
"boys",76.5,-0.3521,9.9341,0.08315,"25th",9.397
"boys",76.6,-0.3521,9.9528,0.08316,"25th",9.415
"boys",76.7,-0.3521,9.9716,0.08316,"25th",9.433
"boys",76.8,-0.3521,9.9902,0.08317,"25th",9.45
"boys",76.9,-0.3521,10.0088,0.08317,"25th",9.468
"boys",77,-0.3521,10.0274,0.08317,"25th",9.486
"boys",77.1,-0.3521,10.0459,0.08318,"25th",9.503
"boys",77.2,-0.3521,10.0643,0.08318,"25th",9.52
"boys",77.3,-0.3521,10.0827,0.08318,"25th",9.538
"boys",77.4,-0.3521,10.1011,0.08318,"25th",9.555
"boys",77.5,-0.3521,10.1194,0.08318,"25th",9.573
"boys",77.6,-0.3521,10.1377,0.08318,"25th",9.59
"boys",77.7,-0.3521,10.1559,0.08318,"25th",9.607
"boys",77.8,-0.3521,10.1741,0.08318,"25th",9.624
"boys",77.9,-0.3521,10.1923,0.08317,"25th",9.642
"boys",78,-0.3521,10.2105,0.08317,"25th",9.659
"boys",78.1,-0.3521,10.2286,0.08317,"25th",9.676
"boys",78.2,-0.3521,10.2468,0.08316,"25th",9.693
"boys",78.3,-0.3521,10.2649,0.08316,"25th",9.71
"boys",78.4,-0.3521,10.2831,0.08315,"25th",9.728
"boys",78.5,-0.3521,10.3012,0.08315,"25th",9.745
"boys",78.6,-0.3521,10.3194,0.08314,"25th",9.762
"boys",78.7,-0.3521,10.3376,0.08313,"25th",9.779
"boys",78.8,-0.3521,10.3558,0.08313,"25th",9.796
"boys",78.9,-0.3521,10.3741,0.08312,"25th",9.814
"boys",79,-0.3521,10.3923,0.08311,"25th",9.831
"boys",79.1,-0.3521,10.4107,0.0831,"25th",9.849
"boys",79.2,-0.3521,10.4291,0.08309,"25th",9.866
"boys",79.3,-0.3521,10.4475,0.08308,"25th",9.884
"boys",79.4,-0.3521,10.466,0.08307,"25th",9.901
"boys",79.5,-0.3521,10.4845,0.08305,"25th",9.919
"boys",79.6,-0.3521,10.5031,0.08304,"25th",9.936
"boys",79.7,-0.3521,10.5217,0.08303,"25th",9.954
"boys",79.8,-0.3521,10.5405,0.08301,"25th",9.972
"boys",79.9,-0.3521,10.5592,0.083,"25th",9.99
"boys",80,-0.3521,10.5781,0.08298,"25th",10.008
"boys",80.1,-0.3521,10.597,0.08297,"25th",10.026
"boys",80.2,-0.3521,10.6161,0.08295,"25th",10.044
"boys",80.3,-0.3521,10.6352,0.08293,"25th",10.062
"boys",80.4,-0.3521,10.6544,0.08291,"25th",10.08
"boys",80.5,-0.3521,10.6737,0.0829,"25th",10.099
"boys",80.6,-0.3521,10.6931,0.08288,"25th",10.117
"boys",80.7,-0.3521,10.7126,0.08286,"25th",10.136
"boys",80.8,-0.3521,10.7322,0.08284,"25th",10.154
"boys",80.9,-0.3521,10.752,0.08282,"25th",10.173
"boys",81,-0.3521,10.7718,0.08279,"25th",10.192
"boys",81.1,-0.3521,10.7918,0.08277,"25th",10.211
"boys",81.2,-0.3521,10.8119,0.08275,"25th",10.231
"boys",81.3,-0.3521,10.8321,0.08273,"25th",10.25
"boys",81.4,-0.3521,10.8524,0.0827,"25th",10.269
"boys",81.5,-0.3521,10.8728,0.08268,"25th",10.289
"boys",81.6,-0.3521,10.8934,0.08265,"25th",10.308
"boys",81.7,-0.3521,10.9142,0.08263,"25th",10.328
"boys",81.8,-0.3521,10.935,0.0826,"25th",10.348
"boys",81.9,-0.3521,10.956,0.08258,"25th",10.368
"boys",82,-0.3521,10.9772,0.08255,"25th",10.388
"boys",82.1,-0.3521,10.9985,0.08252,"25th",10.409
"boys",82.2,-0.3521,11.0199,0.08249,"25th",10.429
"boys",82.3,-0.3521,11.0415,0.08246,"25th",10.45
"boys",82.4,-0.3521,11.0632,0.08244,"25th",10.47
"boys",82.5,-0.3521,11.0851,0.08241,"25th",10.491
"boys",82.6,-0.3521,11.1071,0.08238,"25th",10.512
"boys",82.7,-0.3521,11.1293,0.08235,"25th",10.534
"boys",82.8,-0.3521,11.1516,0.08231,"25th",10.555
"boys",82.9,-0.3521,11.174,0.08228,"25th",10.576
"boys",83,-0.3521,11.1966,0.08225,"25th",10.598
"boys",83.1,-0.3521,11.2193,0.08222,"25th",10.62
"boys",83.2,-0.3521,11.2422,0.08219,"25th",10.642
"boys",83.3,-0.3521,11.2651,0.08215,"25th",10.664
"boys",83.4,-0.3521,11.2882,0.08212,"25th",10.686
"boys",83.5,-0.3521,11.3114,0.08209,"25th",10.708
"boys",83.6,-0.3521,11.3347,0.08205,"25th",10.73
"boys",83.7,-0.3521,11.3581,0.08202,"25th",10.753
"boys",83.8,-0.3521,11.3817,0.08198,"25th",10.775
"boys",83.9,-0.3521,11.4053,0.08195,"25th",10.798
"boys",84,-0.3521,11.429,0.08191,"25th",10.82
"boys",84.1,-0.3521,11.4529,0.08188,"25th",10.843
"boys",84.2,-0.3521,11.4768,0.08184,"25th",10.866
"boys",84.3,-0.3521,11.5007,0.08181,"25th",10.889
"boys",84.4,-0.3521,11.5248,0.08177,"25th",10.912
"boys",84.5,-0.3521,11.549,0.08174,"25th",10.935
"boys",84.6,-0.3521,11.5732,0.0817,"25th",10.958
"boys",84.7,-0.3521,11.5975,0.08166,"25th",10.982
"boys",84.8,-0.3521,11.6218,0.08163,"25th",11.005
"boys",84.9,-0.3521,11.6462,0.08159,"25th",11.028
"boys",85,-0.3521,11.6707,0.08156,"25th",11.052
"boys",85.1,-0.3521,11.6952,0.08152,"25th",11.075
"boys",85.2,-0.3521,11.7198,0.08148,"25th",11.099
"boys",85.3,-0.3521,11.7444,0.08145,"25th",11.122
"boys",85.4,-0.3521,11.769,0.08141,"25th",11.146
"boys",85.5,-0.3521,11.7937,0.08138,"25th",11.17
"boys",85.6,-0.3521,11.8184,0.08134,"25th",11.193
"boys",85.7,-0.3521,11.8431,0.08131,"25th",11.217
"boys",85.8,-0.3521,11.8678,0.08128,"25th",11.241
"boys",85.9,-0.3521,11.8926,0.08124,"25th",11.264
"boys",86,-0.3521,11.9173,0.08121,"25th",11.288
"boys",86.1,-0.3521,11.9421,0.08118,"25th",11.312
"boys",86.2,-0.3521,11.9668,0.08114,"25th",11.335
"boys",86.3,-0.3521,11.9916,0.08111,"25th",11.359
"boys",86.4,-0.3521,12.0163,0.08108,"25th",11.383
"boys",86.5,-0.3521,12.0411,0.08105,"25th",11.406
"boys",86.6,-0.3521,12.0658,0.08102,"25th",11.43
"boys",86.7,-0.3521,12.0905,0.08099,"25th",11.454
"boys",86.8,-0.3521,12.1152,0.08096,"25th",11.477
"boys",86.9,-0.3521,12.1398,0.08093,"25th",11.501
"boys",87,-0.3521,12.1645,0.0809,"25th",11.524
"boys",87.1,-0.3521,12.1891,0.08087,"25th",11.548
"boys",87.2,-0.3521,12.2136,0.08084,"25th",11.571
"boys",87.3,-0.3521,12.2382,0.08082,"25th",11.595
"boys",87.4,-0.3521,12.2627,0.08079,"25th",11.618
"boys",87.5,-0.3521,12.2871,0.08076,"25th",11.642
"boys",87.6,-0.3521,12.3116,0.08074,"25th",11.665
"boys",87.7,-0.3521,12.336,0.08071,"25th",11.688
"boys",87.8,-0.3521,12.3603,0.08069,"25th",11.712
"boys",87.9,-0.3521,12.3846,0.08067,"25th",11.735
"boys",88,-0.3521,12.4089,0.08064,"25th",11.758
"boys",88.1,-0.3521,12.4332,0.08062,"25th",11.781
"boys",88.2,-0.3521,12.4574,0.0806,"25th",11.804
"boys",88.3,-0.3521,12.4815,0.08058,"25th",11.827
"boys",88.4,-0.3521,12.5057,0.08056,"25th",11.85
"boys",88.5,-0.3521,12.5298,0.08054,"25th",11.873
"boys",88.6,-0.3521,12.5538,0.08052,"25th",11.896
"boys",88.7,-0.3521,12.5778,0.0805,"25th",11.919
"boys",88.8,-0.3521,12.6017,0.08048,"25th",11.942
"boys",88.9,-0.3521,12.6257,0.08047,"25th",11.965
"boys",89,-0.3521,12.6495,0.08045,"25th",11.988
"boys",89.1,-0.3521,12.6734,0.08044,"25th",12.01
"boys",89.2,-0.3521,12.6972,0.08042,"25th",12.033
"boys",89.3,-0.3521,12.7209,0.08041,"25th",12.056
"boys",89.4,-0.3521,12.7446,0.08039,"25th",12.078
"boys",89.5,-0.3521,12.7683,0.08038,"25th",12.101
"boys",89.6,-0.3521,12.792,0.08037,"25th",12.123
"boys",89.7,-0.3521,12.8156,0.08035,"25th",12.146
"boys",89.8,-0.3521,12.8392,0.08034,"25th",12.168
"boys",89.9,-0.3521,12.8628,0.08033,"25th",12.191
"boys",90,-0.3521,12.8864,0.08032,"25th",12.213
"boys",90.1,-0.3521,12.9099,0.08031,"25th",12.235
"boys",90.2,-0.3521,12.9334,0.0803,"25th",12.258
"boys",90.3,-0.3521,12.9569,0.0803,"25th",12.28
"boys",90.4,-0.3521,12.9804,0.08029,"25th",12.302
"boys",90.5,-0.3521,13.0038,0.08028,"25th",12.325
"boys",90.6,-0.3521,13.0273,0.08027,"25th",12.347
"boys",90.7,-0.3521,13.0507,0.08027,"25th",12.369
"boys",90.8,-0.3521,13.0742,0.08026,"25th",12.392
"boys",90.9,-0.3521,13.0976,0.08026,"25th",12.414
"boys",91,-0.3521,13.1209,0.08025,"25th",12.436
"boys",91.1,-0.3521,13.1443,0.08025,"25th",12.458
"boys",91.2,-0.3521,13.1677,0.08025,"25th",12.48
"boys",91.3,-0.3521,13.191,0.08025,"25th",12.502
"boys",91.4,-0.3521,13.2143,0.08025,"25th",12.524
"boys",91.5,-0.3521,13.2376,0.08024,"25th",12.547
"boys",91.6,-0.3521,13.2609,0.08024,"25th",12.569
"boys",91.7,-0.3521,13.2842,0.08024,"25th",12.591
"boys",91.8,-0.3521,13.3075,0.08025,"25th",12.613
"boys",91.9,-0.3521,13.3308,0.08025,"25th",12.635
"boys",92,-0.3521,13.3541,0.08025,"25th",12.657
"boys",92.1,-0.3521,13.3773,0.08025,"25th",12.679
"boys",92.2,-0.3521,13.4006,0.08026,"25th",12.701
"boys",92.3,-0.3521,13.4239,0.08026,"25th",12.723
"boys",92.4,-0.3521,13.4472,0.08027,"25th",12.745
"boys",92.5,-0.3521,13.4705,0.08027,"25th",12.767
"boys",92.6,-0.3521,13.4937,0.08028,"25th",12.789
"boys",92.7,-0.3521,13.5171,0.08028,"25th",12.811
"boys",92.8,-0.3521,13.5404,0.08029,"25th",12.833
"boys",92.9,-0.3521,13.5637,0.0803,"25th",12.855
"boys",93,-0.3521,13.587,0.08031,"25th",12.877
"boys",93.1,-0.3521,13.6104,0.08032,"25th",12.899
"boys",93.2,-0.3521,13.6338,0.08033,"25th",12.921
"boys",93.3,-0.3521,13.6572,0.08034,"25th",12.943
"boys",93.4,-0.3521,13.6806,0.08035,"25th",12.966
"boys",93.5,-0.3521,13.7041,0.08036,"25th",12.988
"boys",93.6,-0.3521,13.7275,0.08037,"25th",13.01
"boys",93.7,-0.3521,13.751,0.08038,"25th",13.032
"boys",93.8,-0.3521,13.7746,0.0804,"25th",13.054
"boys",93.9,-0.3521,13.7981,0.08041,"25th",13.076
"boys",94,-0.3521,13.8217,0.08043,"25th",13.099
"boys",94.1,-0.3521,13.8454,0.08044,"25th",13.121
"boys",94.2,-0.3521,13.8691,0.08046,"25th",13.143
"boys",94.3,-0.3521,13.8928,0.08047,"25th",13.166
"boys",94.4,-0.3521,13.9165,0.08049,"25th",13.188
"boys",94.5,-0.3521,13.9403,0.08051,"25th",13.21
"boys",94.6,-0.3521,13.9642,0.08052,"25th",13.233
"boys",94.7,-0.3521,13.9881,0.08054,"25th",13.255
"boys",94.8,-0.3521,14.012,0.08056,"25th",13.278
"boys",94.9,-0.3521,14.036,0.08058,"25th",13.3
"boys",95,-0.3521,14.06,0.0806,"25th",13.323
"boys",95.1,-0.3521,14.0841,0.08062,"25th",13.346
"boys",95.2,-0.3521,14.1083,0.08064,"25th",13.368
"boys",95.3,-0.3521,14.1325,0.08067,"25th",13.391
"boys",95.4,-0.3521,14.1567,0.08069,"25th",13.414
"boys",95.5,-0.3521,14.1811,0.08071,"25th",13.437
"boys",95.6,-0.3521,14.2055,0.08073,"25th",13.46
"boys",95.7,-0.3521,14.2299,0.08076,"25th",13.482
"boys",95.8,-0.3521,14.2544,0.08078,"25th",13.505
"boys",95.9,-0.3521,14.279,0.08081,"25th",13.529
"boys",96,-0.3521,14.3037,0.08083,"25th",13.552
"boys",96.1,-0.3521,14.3284,0.08086,"25th",13.575
"boys",96.2,-0.3521,14.3533,0.08089,"25th",13.598
"boys",96.3,-0.3521,14.3782,0.08092,"25th",13.622
"boys",96.4,-0.3521,14.4031,0.08094,"25th",13.645
"boys",96.5,-0.3521,14.4282,0.08097,"25th",13.668
"boys",96.6,-0.3521,14.4533,0.081,"25th",13.692
"boys",96.7,-0.3521,14.4785,0.08103,"25th",13.716
"boys",96.8,-0.3521,14.5038,0.08106,"25th",13.739
"boys",96.9,-0.3521,14.5292,0.08109,"25th",13.763
"boys",97,-0.3521,14.5547,0.08112,"25th",13.787
"boys",97.1,-0.3521,14.5802,0.08116,"25th",13.811
"boys",97.2,-0.3521,14.6058,0.08119,"25th",13.835
"boys",97.3,-0.3521,14.6316,0.08122,"25th",13.859
"boys",97.4,-0.3521,14.6574,0.08125,"25th",13.883
"boys",97.5,-0.3521,14.6832,0.08129,"25th",13.907
"boys",97.6,-0.3521,14.7092,0.08132,"25th",13.931
"boys",97.7,-0.3521,14.7353,0.08136,"25th",13.956
"boys",97.8,-0.3521,14.7614,0.08139,"25th",13.98
"boys",97.9,-0.3521,14.7877,0.08143,"25th",14.005
"boys",98,-0.3521,14.814,0.08146,"25th",14.029
"boys",98.1,-0.3521,14.8404,0.0815,"25th",14.054
"boys",98.2,-0.3521,14.8669,0.08154,"25th",14.079
"boys",98.3,-0.3521,14.8934,0.08157,"25th",14.104
"boys",98.4,-0.3521,14.9201,0.08161,"25th",14.128
"boys",98.5,-0.3521,14.9468,0.08165,"25th",14.153
"boys",98.6,-0.3521,14.9736,0.08169,"25th",14.178
"boys",98.7,-0.3521,15.0005,0.08173,"25th",14.203
"boys",98.8,-0.3521,15.0275,0.08177,"25th",14.229
"boys",98.9,-0.3521,15.0546,0.08181,"25th",14.254
"boys",99,-0.3521,15.0818,0.08185,"25th",14.279
"boys",99.1,-0.3521,15.109,0.08189,"25th",14.305
"boys",99.2,-0.3521,15.1363,0.08194,"25th",14.33
"boys",99.3,-0.3521,15.1637,0.08198,"25th",14.356
"boys",99.4,-0.3521,15.1912,0.08202,"25th",14.381
"boys",99.5,-0.3521,15.2187,0.08206,"25th",14.407
"boys",99.6,-0.3521,15.2463,0.08211,"25th",14.433
"boys",99.7,-0.3521,15.274,0.08215,"25th",14.458
"boys",99.8,-0.3521,15.3018,0.0822,"25th",14.484
"boys",99.9,-0.3521,15.3297,0.08224,"25th",14.51
"boys",100,-0.3521,15.3576,0.08229,"25th",14.536
"boys",100.1,-0.3521,15.3856,0.08233,"25th",14.562
"boys",100.2,-0.3521,15.4137,0.08238,"25th",14.588
"boys",100.3,-0.3521,15.4419,0.08243,"25th",14.615
"boys",100.4,-0.3521,15.4701,0.08247,"25th",14.641
"boys",100.5,-0.3521,15.4985,0.08252,"25th",14.667
"boys",100.6,-0.3521,15.5268,0.08257,"25th",14.694
"boys",100.7,-0.3521,15.5553,0.08262,"25th",14.72
"boys",100.8,-0.3521,15.5838,0.08267,"25th",14.747
"boys",100.9,-0.3521,15.6125,0.08272,"25th",14.773
"boys",101,-0.3521,15.6412,0.08277,"25th",14.8
"boys",101.1,-0.3521,15.6699,0.08281,"25th",14.827
"boys",101.2,-0.3521,15.6987,0.08287,"25th",14.853
"boys",101.3,-0.3521,15.7276,0.08292,"25th",14.88
"boys",101.4,-0.3521,15.7566,0.08297,"25th",14.907
"boys",101.5,-0.3521,15.7857,0.08302,"25th",14.934
"boys",101.6,-0.3521,15.8148,0.08307,"25th",14.961
"boys",101.7,-0.3521,15.844,0.08312,"25th",14.988
"boys",101.8,-0.3521,15.8732,0.08317,"25th",15.015
"boys",101.9,-0.3521,15.9026,0.08322,"25th",15.043
"boys",102,-0.3521,15.932,0.08328,"25th",15.07
"boys",102.1,-0.3521,15.9615,0.08333,"25th",15.097
"boys",102.2,-0.3521,15.991,0.08338,"25th",15.125
"boys",102.3,-0.3521,16.0206,0.08343,"25th",15.152
"boys",102.4,-0.3521,16.0503,0.08349,"25th",15.18
"boys",102.5,-0.3521,16.0801,0.08354,"25th",15.207
"boys",102.6,-0.3521,16.1099,0.08359,"25th",15.235
"boys",102.7,-0.3521,16.1398,0.08365,"25th",15.263
"boys",102.8,-0.3521,16.1697,0.0837,"25th",15.291
"boys",102.9,-0.3521,16.1997,0.08376,"25th",15.318
"boys",103,-0.3521,16.2298,0.08381,"25th",15.346
"boys",103.1,-0.3521,16.26,0.08386,"25th",15.374
"boys",103.2,-0.3521,16.2902,0.08392,"25th",15.402
"boys",103.3,-0.3521,16.3204,0.08397,"25th",15.43
"boys",103.4,-0.3521,16.3508,0.08403,"25th",15.458
"boys",103.5,-0.3521,16.3812,0.08408,"25th",15.487
"boys",103.6,-0.3521,16.4117,0.08414,"25th",15.515
"boys",103.7,-0.3521,16.4422,0.08419,"25th",15.543
"boys",103.8,-0.3521,16.4728,0.08425,"25th",15.572
"boys",103.9,-0.3521,16.5035,0.08431,"25th",15.6
"boys",104,-0.3521,16.5342,0.08436,"25th",15.628
"boys",104.1,-0.3521,16.565,0.08442,"25th",15.657
"boys",104.2,-0.3521,16.5959,0.08447,"25th",15.686
"boys",104.3,-0.3521,16.6268,0.08453,"25th",15.714
"boys",104.4,-0.3521,16.6579,0.08458,"25th",15.743
"boys",104.5,-0.3521,16.6889,0.08464,"25th",15.772
"boys",104.6,-0.3521,16.7201,0.0847,"25th",15.801
"boys",104.7,-0.3521,16.7513,0.08475,"25th",15.83
"boys",104.8,-0.3521,16.7826,0.08481,"25th",15.859
"boys",104.9,-0.3521,16.8139,0.08487,"25th",15.887
"boys",105,-0.3521,16.8454,0.08493,"25th",15.917
"boys",105.1,-0.3521,16.8769,0.08498,"25th",15.946
"boys",105.2,-0.3521,16.9084,0.08504,"25th",15.975
"boys",105.3,-0.3521,16.9401,0.0851,"25th",16.004
"boys",105.4,-0.3521,16.9718,0.08516,"25th",16.034
"boys",105.5,-0.3521,17.0036,0.08521,"25th",16.063
"boys",105.6,-0.3521,17.0355,0.08527,"25th",16.093
"boys",105.7,-0.3521,17.0674,0.08533,"25th",16.122
"boys",105.8,-0.3521,17.0995,0.08539,"25th",16.152
"boys",105.9,-0.3521,17.1316,0.08545,"25th",16.181
"boys",106,-0.3521,17.1637,0.08551,"25th",16.211
"boys",106.1,-0.3521,17.196,0.08557,"25th",16.241
"boys",106.2,-0.3521,17.2283,0.08562,"25th",16.271
"boys",106.3,-0.3521,17.2607,0.08568,"25th",16.301
"boys",106.4,-0.3521,17.2931,0.08574,"25th",16.331
"boys",106.5,-0.3521,17.3256,0.0858,"25th",16.361
"boys",106.6,-0.3521,17.3582,0.08586,"25th",16.391
"boys",106.7,-0.3521,17.3909,0.08592,"25th",16.421
"boys",106.8,-0.3521,17.4237,0.08599,"25th",16.451
"boys",106.9,-0.3521,17.4565,0.08605,"25th",16.482
"boys",107,-0.3521,17.4894,0.08611,"25th",16.512
"boys",107.1,-0.3521,17.5224,0.08617,"25th",16.543
"boys",107.2,-0.3521,17.5554,0.08623,"25th",16.573
"boys",107.3,-0.3521,17.5885,0.08629,"25th",16.604
"boys",107.4,-0.3521,17.6217,0.08635,"25th",16.634
"boys",107.5,-0.3521,17.655,0.08641,"25th",16.665
"boys",107.6,-0.3521,17.6884,0.08648,"25th",16.696
"boys",107.7,-0.3521,17.7218,0.08654,"25th",16.727
"boys",107.8,-0.3521,17.7553,0.0866,"25th",16.758
"boys",107.9,-0.3521,17.7889,0.08666,"25th",16.789
"boys",108,-0.3521,17.8226,0.08673,"25th",16.82
"boys",108.1,-0.3521,17.8564,0.08679,"25th",16.851
"boys",108.2,-0.3521,17.8903,0.08685,"25th",16.882
"boys",108.3,-0.3521,17.9242,0.08691,"25th",16.914
"boys",108.4,-0.3521,17.9583,0.08698,"25th",16.945
"boys",108.5,-0.3521,17.9924,0.08704,"25th",16.977
"boys",108.6,-0.3521,18.0267,0.0871,"25th",17.008
"boys",108.7,-0.3521,18.061,0.08717,"25th",17.04
"boys",108.8,-0.3521,18.0954,0.08723,"25th",17.072
"boys",108.9,-0.3521,18.1299,0.0873,"25th",17.103
"boys",109,-0.3521,18.1645,0.08736,"25th",17.135
"boys",109.1,-0.3521,18.1992,0.08742,"25th",17.167
"boys",109.2,-0.3521,18.234,0.08749,"25th",17.2
"boys",109.3,-0.3521,18.2689,0.08755,"25th",17.232
"boys",109.4,-0.3521,18.3039,0.08762,"25th",17.264
"boys",109.5,-0.3521,18.339,0.08768,"25th",17.296
"boys",109.6,-0.3521,18.3742,0.08774,"25th",17.329
"boys",109.7,-0.3521,18.4094,0.08781,"25th",17.361
"boys",109.8,-0.3521,18.4448,0.08787,"25th",17.394
"boys",109.9,-0.3521,18.4802,0.08794,"25th",17.427
"boys",110,-0.3521,18.5158,0.088,"25th",17.459
"boys",110.1,-0.3521,18.5514,0.08806,"25th",17.492
"boys",110.2,-0.3521,18.5871,0.08813,"25th",17.525
"boys",110.3,-0.3521,18.6229,0.08819,"25th",17.558
"boys",110.4,-0.3521,18.6588,0.08826,"25th",17.591
"boys",110.5,-0.3521,18.6948,0.08832,"25th",17.625
"boys",110.6,-0.3521,18.7308,0.08838,"25th",17.658
"boys",110.7,-0.3521,18.767,0.08845,"25th",17.691
"boys",110.8,-0.3521,18.8032,0.08851,"25th",17.724
"boys",110.9,-0.3521,18.8395,0.08858,"25th",17.758
"boys",111,-0.3521,18.8759,0.08864,"25th",17.791
"boys",111.1,-0.3521,18.9123,0.08871,"25th",17.825
"boys",111.2,-0.3521,18.9489,0.08877,"25th",17.859
"boys",111.3,-0.3521,18.9855,0.08883,"25th",17.893
"boys",111.4,-0.3521,19.0222,0.0889,"25th",17.926
"boys",111.5,-0.3521,19.059,0.08896,"25th",17.96
"boys",111.6,-0.3521,19.0958,0.08903,"25th",17.994
"boys",111.7,-0.3521,19.1327,0.08909,"25th",18.028
"boys",111.8,-0.3521,19.1697,0.08915,"25th",18.062
"boys",111.9,-0.3521,19.2067,0.08922,"25th",18.096
"boys",112,-0.3521,19.2439,0.08928,"25th",18.131
"boys",112.1,-0.3521,19.281,0.08934,"25th",18.165
"boys",112.2,-0.3521,19.3183,0.08941,"25th",18.199
"boys",112.3,-0.3521,19.3556,0.08947,"25th",18.234
"boys",112.4,-0.3521,19.393,0.08953,"25th",18.268
"boys",112.5,-0.3521,19.4304,0.0896,"25th",18.303
"boys",112.6,-0.3521,19.4679,0.08966,"25th",18.337
"boys",112.7,-0.3521,19.5055,0.08972,"25th",18.372
"boys",112.8,-0.3521,19.5431,0.08979,"25th",18.406
"boys",112.9,-0.3521,19.5807,0.08985,"25th",18.441
"boys",113,-0.3521,19.6185,0.08991,"25th",18.476
"boys",113.1,-0.3521,19.6563,0.08997,"25th",18.511
"boys",113.2,-0.3521,19.6941,0.09004,"25th",18.546
"boys",113.3,-0.3521,19.7321,0.0901,"25th",18.581
"boys",113.4,-0.3521,19.77,0.09016,"25th",18.616
"boys",113.5,-0.3521,19.8081,0.09022,"25th",18.651
"boys",113.6,-0.3521,19.8461,0.09029,"25th",18.686
"boys",113.7,-0.3521,19.8843,0.09035,"25th",18.721
"boys",113.8,-0.3521,19.9225,0.09041,"25th",18.756
"boys",113.9,-0.3521,19.9607,0.09047,"25th",18.791
"boys",114,-0.3521,19.999,0.09054,"25th",18.826
"boys",114.1,-0.3521,20.0373,0.0906,"25th",18.862
"boys",114.2,-0.3521,20.0757,0.09066,"25th",18.897
